Region Name,City Name,School Name,School Score
Peel Region,Mississauga,Metropolitan Andrei,5.1
City of Toronto,Toronto,Rawlinson,5.1
City of Toronto,Toronto,St. Albert,5.1
City of Toronto,Toronto,St. Dunstan,5.1
Durham Region,Ajax,St. Francis de Sales,5.1
City of Toronto,Toronto,St. Roch,5.1
Durham Region,Whitby,St. Theresa,5.1
City of Toronto,Toronto,St. Theresa Shrine,5.1
York Region,Thornhill,Westminster,5.1
City of Toronto,Toronto,Wexford,5.1
City of Toronto,Toronto,Blake Street,5.0
City of Toronto,Toronto,Galloway Road,5.0
City of Toronto,Toronto,General Brock,5.0
City of Toronto,Toronto,Highcastle,5.0
City of Toronto,Toronto,Lord Dufferin,5.0
City of Toronto,Toronto,R J Lang,5.0
City of Toronto,Toronto,Scarborough Village,5.0
City of Toronto,Toronto,St. Andre,5.0
York Region,Stouffville,St. Brigid,5.0
Durham Region,Pickering,St. Elizabeth Seton,5.0
City of Toronto,Toronto,St. Elizabeth Seton,5.0
Peel Region,Mississauga,St. Gerard,5.0
City of Toronto,Toronto,St. Matthew,5.0
City of Toronto,Toronto,St. Stephen,5.0
City of Toronto,Toronto,Cardinal Leger,4.9
Durham Region,Oshawa,Mary Street Community,4.9
Peel Region,Mississauga,St. Charles Garnier,4.9
City of Toronto,Toronto,St. Eugene,4.9
City of Toronto,Toronto,St. Francis de Sales,4.9
Peel Region,Brampton,St. Lucy,4.9
Peel Region,Brampton,St. Marguerite Bourgeoys,4.9
Halton Region,Burlington,Tecumseh,4.9
Durham Region,Oshawa,Waverly,4.9
York Region,Newmarket,Glen Cedar,4.8
Peel Region,Brampton,Mount Pleasant Village,4.8
Peel Region,Brampton,St. Bonaventure,4.8
City of Toronto,Toronto,St. Martha,4.8
City of Toronto,Toronto,Valleyfield,4.8
Durham Region,Oshawa,Clara Hughes,4.7
Durham Region,Oshawa,David Bouchard,4.7
City of Toronto,Toronto,Epiphany of our Lord,4.7
Durham Region,Pickering,Fairport Beach,4.7
City of Toronto,Toronto,Gateway,4.7
City of Toronto,Toronto,Greenholme,4.7
City of Toronto,Toronto,Market Lane,4.7
City of Toronto,Toronto,Pope Paul,4.7
City of Toronto,Toronto,St. Dorothy,4.7
City of Toronto,Toronto,St. Francis of Assisi,4.7
City of Toronto,Toronto,St. Wilfrid,4.7
City of Toronto,Toronto,Stella Maris,4.7
City of Toronto,Toronto,Cliffside,4.6
City of Toronto,Toronto,Cordella,4.6
City of Toronto,Toronto,Dovercourt,4.6
Durham Region,Ajax,Dr Roberta Bondar,4.6
City of Toronto,Toronto,Immaculate Conception,4.6
City of Toronto,Toronto,Maison Montessori,4.6
York Region,Newmarket,Meadowbrook,4.6
Halton Region,Milton,Our Lady of Victory,4.6
City of Toronto,Toronto,Perth Avenue,4.6
York Region,Newmarket,Prince Charles,4.6
City of Toronto,Toronto,Ryerson,4.6
City of Toronto,Toronto,St. John Bosco,4.6
City of Toronto,Toronto,St. Rose of Lima,4.6
City of Toronto,Toronto,St. Ursula,4.6
City of Toronto,Toronto,Warren Park,4.6
Durham Region,Oshawa,Woodcrest,4.6
City of Toronto,Toronto,D'Arcy McGee,4.5
City of Toronto,Toronto,Fairbank,4.5
City of Toronto,Toronto,Golf Road,4.5
City of Toronto,Toronto,St. Catherine,4.5
City of Toronto,Toronto,St. Jane Frances,4.5
Peel Region,Brampton,St. Leonard,4.5
Peel Region,Brampton,St. Patrick,4.5
City of Toronto,Toronto,Dixon Grove,4.4
City of Toronto,Toronto,Mason Road,4.4
Peel Region,Mississauga,Miller's Grove,4.4
Halton Region,Burlington,Mohawk Gardens,4.4
City of Toronto,Toronto,Queen Victoria,4.4
Peel Region,Brampton,Sacred Heart,4.4
City of Toronto,Toronto,St. Augustine,4.4
Peel Region,Brampton,St. John Fisher,4.4
City of Toronto,Toronto,St. Marcellus,4.4
City of Toronto,Toronto,St. Martin de Porres,4.4
City of Toronto,Toronto,Walter Perry,4.4
Durham Region,Oshawa,Bobby Orr,4.3
Peel Region,Mississauga,Cashmere Avenue,4.3
City of Toronto,Toronto,Dorset Park,4.3
Durham Region,Oshawa,Dr C F Cannon,4.3
City of Toronto,Toronto,du Sacré-Coeur,4.3
City of Toronto,Toronto,Grenoble,4.3
City of Toronto,Toronto,Nelson Mandela Park,4.3
Durham Region,Oshawa,Queen Elizabeth,4.3
City of Toronto,Toronto,St. Andrew,4.3
Durham Region,Whitby,St. Marguerite d'Youville,4.3
City of Toronto,Toronto,The Elms,4.3
Durham Region,Whitby,West Lynde,4.3
Durham Region,Oshawa,Beau Valley,4.2
City of Toronto,Toronto,Clairlea,4.2
Halton Region,Burlington,Pauline Johnson,4.2
Peel Region,Brampton,St. Anthony,4.2
City of Toronto,Toronto,Warden Avenue,4.2
City of Toronto,Toronto,Carleton Village,4.1
Peel Region,Mississauga,Hillside,4.1
City of Toronto,Toronto,Joseph Brant,4.1
Halton Region,Burlington,Kings Road,4.1
Peel Region,Brampton,St. Maria Goretti,4.1
City of Toronto,Toronto,Alexander Stirling,4.0
City of Toronto,Toronto,H A Halbert,4.0
City of Toronto,Toronto,Msgr John Corrigan,4.0
Peel Region,Mississauga,Plowman's Park,4.0
City of Toronto,Toronto,St. Charles,4.0
Durham Region,Oshawa,Glen Street,3.9
Peel Region,Brampton,St. Mary,3.9
City of Toronto,Toronto,Willow Park,3.9
York Region,Newmarket,Maple Leaf,3.8
City of Toronto,Toronto,St. Nicholas of Bari,3.8
City of Toronto,Toronto,West Hill,3.8
Halton Region,Burlington,Brant Hills,3.7
City of Toronto,Toronto,Chester Le,3.7
Durham Region,Oshawa,Monsignor Philip Coffey,3.7
Halton Region,Oakville,Montclair,3.7
City of Toronto,Toronto,Santa Maria,3.7
City of Toronto,Toronto,St. Florence,3.7
City of Toronto,Toronto,Portage Trail Junior Community,3.6
City of Toronto,Toronto,Chief Dan George,3.5
York Region,Newmarket,Denne,3.5
City of Toronto,Toronto,Knob Hill,3.5
City of Toronto,Toronto,Lynngate,3.5
City of Toronto,Toronto,Holy Spirit,3.4
City of Toronto,Toronto,Military Trail,3.4
City of Toronto,Toronto,Edgewood,3.3
Peel Region,Brampton,Our Lady of Fatima,3.3
Peel Region,Brampton,St. John Bosco,3.3
City of Toronto,Toronto,Blessed Trinity,3.2
City of Toronto,Toronto,Parkdale,3.2
City of Toronto,Toronto,Charles E Webster,3.1
City of Toronto,Toronto,Highland Heights,3.1
City of Toronto,Toronto,Our Lady of Victory,3.1
Peel Region,Brampton,Pauline Vanier,3.1
City of Toronto,Toronto,Keelesdale,3.0
Peel Region,Brampton,Sir Winston Churchill,3.0
City of Toronto,Toronto,St. James,3.0
City of Toronto,Toronto,Eastview,2.8
City of Toronto,Toronto,St. Angela,2.8
Durham Region,Oshawa,Village Union,2.8
City of Toronto,Toronto,Essex,2.7
Peel Region,Mississauga,Riverside,2.7
Peel Region,Mississauga,Maple Wood,2.6
City of Toronto,Toronto,Lucy Maud Montgomery,2.5
Peel Region,Brampton,St. Joseph,2.3
City of Toronto,Toronto,General Mercer,2.1
City of Toronto,Toronto,St. Columba,1.9
City of Toronto,Toronto,Lambton Park,1.6
City of Toronto,Toronto,First Nations School of Toronto,0.0
City of Toronto,Toronto,Harwood,0.0
