School_Name,City,City,Current_rank,Overall_last,dummy_1,dummy_2,dummy_3,dummy_4
Deseronto,Deseronto,3.9,n/a,,,,,
Elgin,Street,Cambridge,3.9,n/a,,,,
Franklin,D,Roosevelt,London,3.9,n/a,,,
Gordon,B,Attersley,Oshawa,3.9,n/a,,,
Gordon,McGregor,Windsor,3.9,n/a,,,,
Holy,Name,Pembroke,3.9,n/a,,,,
Immaculée-Conception,St,Catharines,3.9,n/a,,,,
J,G,Workman,Toronto,3.9,n/a,,,
Kinnwood,Central,Forest,3.9,n/a,,,,
La,Résurrection,Sturgeon,Falls,3.9,n/a,,,
Mapleridge,Powassan,3.9,n/a,,,,,
Maryvale,Toronto,3.9,n/a,,,,,
P.E.,McGibbon,Sarnia,3.9,n/a,,,,
Pope,John,Paul,II,Lindsay,3.9,n/a,,
Priory,Park,Guelph,3.9,n/a,,,,
River,View,Sault,Ste.,Marie,3.9,n/a,,
Robert,Moore,Fort,Frances,3.9,n/a,,,
Sioux,Mountain,Sioux,Lookout,3.9,n/a,,,
St,Albert,Toronto,3.9,n/a,,,,
St,Elizabeth,Seton,Toronto,3.9,n/a,,,
St,John's,Red,Lake,3.9,n/a,,,
St,Joseph,Brampton,3.9,n/a,,,,
St,Ursula,Toronto,3.9,n/a,,,,
Tweedsmuir,London,3.9,n/a,,,,,
Ahkwesahsne,Mohawk,Cornwall,3.8,n/a,,,,
Armour,Heights,Peterborough,3.8,n/a,,,,
Cleardale,London,3.8,n/a,,,,,
Fenelon,Cameron,3.8,n/a,,,,,
Immaculate,Conception,Toronto,3.8,n/a,,,,
Jean,Vanier,Brantford,3.8,n/a,,,,
King,George,VI,Kenora,3.8,n/a,,,
Knob,Hill,Toronto,3.8,n/a,,,,
Manchester,Cambridge,3.8,n/a,,,,,
Manhattan,Park,Toronto,3.8,n/a,,,,
Northbrae,London,3.8,n/a,,,,,
Our,Lady,of,the,Assumption,Toronto,3.8,n/a,
Pine,Glen,Huntsville,3.8,n/a,,,,
Prueter,Kitchener,3.8,n/a,,,,,
Queen,Elizabeth,II,Sudbury,3.8,n/a,,,
Regina,Street,Ottawa,3.8,n/a,,,,
Saint-Louis,Penetanguishene,3.8,n/a,,,,,
Saint-Paul,Pointe-aux-Roches,3.8,n/a,,,,,
Springfield,Springfield,3.8,n/a,,,,,
St,Columba,Toronto,3.8,n/a,,,,
St,John,Bosco,Brampton,3.8,n/a,,,
St,Michael,Belleville,3.8,n/a,,,,
St.,Joseph,Cobourg,3.8,n/a,,,,
Vanier,Brockville,3.8,n/a,,,,,
Assomption,Earlton,3.7,n/a,,,,,
Bishop,Townshend,London,3.7,n/a,,,,
Centennial,Ottawa,3.7,n/a,,,,,
David,Bouchard,Oshawa,3.7,n/a,,,,
David,Maxwell,Windsor,3.7,n/a,,,,
Elizabeth,Bagshaw,Hamilton,3.7,n/a,,,,
Evergreen,Heights,Emsdale,3.7,n/a,,,,
Frankford,Frankford,3.7,n/a,,,,,
Galloway,Road,Toronto,3.7,n/a,,,,
General,Brock,Windsor,3.7,n/a,,,,
Glen,Cairn,London,3.7,n/a,,,,
Grafton,Grafton,3.7,n/a,,,,,
Greely,Greely,3.7,n/a,,,,,
Humphrey,Central,Parry,Sound,3.7,n/a,,,
J,L,Mitchener,Cayuga,3.7,n/a,,,
Lawfield,Hamilton,3.7,n/a,,,,,
Meadowbrook,Newmarket,3.7,n/a,,,,,
Mosa,Central,Glencoe,3.7,n/a,,,,
Oakley,Park,Barrie,3.7,n/a,,,,
Princess,Elizabeth,Windsor,3.7,n/a,,,,
Roxmore,Avonmore,3.7,n/a,,,,,
Santa,Maria,Toronto,3.7,n/a,,,,
St,Margaret's,Toronto,3.7,n/a,,,,
St,Mary's,Goderich,3.7,n/a,,,,
Stella,Maris,Toronto,3.7,n/a,,,,
Sundridge,Centennial,Sundridge,3.7,n/a,,,,
The,Prince,Charles,Napanee,3.7,n/a,,,
V,P,Carswell,Trenton,3.7,n/a,,,
Victor,Lauriston,Chatham,3.7,n/a,,,,
Zorra,Highland,Park,Embro,3.7,n/a,,,
Annandale,Tillsonburg,3.6,n/a,,,,,
Avenue,Road,Cambridge,3.6,n/a,,,,
Bonaventure,Meadows,London,3.6,n/a,,,,
Central,Cambridge,3.6,n/a,,,,,
Chesterville,Chesterville,3.6,n/a,,,,,
Evelyn,Harrison,London,3.6,n/a,,,,
Frank,W,Begley,Windsor,3.6,n/a,,,
G,C,Huston,Southampton,3.6,n/a,,,
John,Wise,St,Thomas,3.6,n/a,,,
Joyceville,Joyceville,3.6,n/a,,,,,
L'Héritage,St,Catharines,3.6,n/a,,,,
Lincoln,Heights,Waterloo,3.6,n/a,,,,
McGillivray,Central,Ailsa,Craig,3.6,n/a,,,
Our,Lady,of,Grace,Angus,3.6,n/a,,
Parkview,Lindsay,3.6,n/a,,,,,
Prince,Charles,Belleville,3.6,n/a,,,,
Robert,E,Wilson,Vanier,3.6,n/a,,,
Sir,Winston,Churchill,Brampton,3.6,n/a,,,
St,Ann's,Penetanguishene,3.6,n/a,,,,
St,Bernadette,Kitchener,3.6,n/a,,,,
St,Joseph,Toronto,3.6,n/a,,,,
St,Mary,Massey,3.6,n/a,,,,
St,Patrick,Niagara,Falls,3.6,n/a,,,
Académie,de,la,Moraine,Richmond,Hill,3.5,n/a,
Blessed,Sacrament,London,3.5,n/a,,,,
Charles,C,McLean,Gore,Bay,3.5,n/a,,
Cochrane,Cochrane,3.5,n/a,,,,,
E,W,Norman,North,Bay,3.5,n/a,,
Elgin,Market,Kincardine,3.5,n/a,,,,
Ernest,Cumberland,Alliston,3.5,n/a,,,,
Franklin,Hamilton,3.5,n/a,,,,,
Granite,Ridge,Sharbot,Lake,3.5,n/a,,,
H,J,Lassaline,Windsor,3.5,n/a,,,
James,Keating,Penetanguishene,3.5,n/a,,,,
K,P,Manson,Severn,Bridge,3.5,n/a,,
Kingsway,Park,Thunder,Bay,3.5,n/a,,,
Marie-Curie,Ottawa,3.5,n/a,,,,,
Monseigneur-de-Laval,Hamilton,3.5,n/a,,,,,
Northdale,Woodstock,3.5,n/a,,,,,
Prince,of,Wales,Brockville,3.5,n/a,,,
Queen,Elizabeth,Kitchener,3.5,n/a,,,,
Queen,Elizabeth,Leamington,3.5,n/a,,,,
Rockway,Kitchener,3.5,n/a,,,,,
Sainte-Catherine,Pain,Court,3.5,n/a,,,,
Sherbrooke,Thunder,Bay,3.5,n/a,,,,
Sir,Wilfrid,Laurier,Hamilton,3.5,n/a,,,
South,Edwardsburg,Johnstown,3.5,n/a,,,,
Thessalon,Thessalon,3.5,n/a,,,,,
Village,Union,Oshawa,3.5,n/a,,,,
White,Oaks,London,3.5,n/a,,,,
Carleton,Heights,Ottawa,3.4,n/a,,,,
Centennial,Kingston,3.4,n/a,,,,,
Delaware,Central,Delaware,3.4,n/a,,,,
Grandview,Brantford,3.4,n/a,,,,,
Knollwood,Park,London,3.4,n/a,,,,
Lady,Evelyn,Alternative,Ottawa,3.4,n/a,,,
Lord,Elgin,London,3.4,n/a,,,,
Maple,Grove,Lanark,3.4,n/a,,,,
Mattawa,District,Mattawa,3.4,n/a,,,,
Monsignor,Philip,Coffey,Oshawa,3.4,n/a,,,
Northeastern,Garson,3.4,n/a,,,,,
Our,Lady,of,Victory,Toronto,3.4,n/a,,
Pope,John,XXIII,Nepean,3.4,n/a,,,
Queen,Elizabeth,Peterborough,3.4,n/a,,,,
Queen,Mary,Hamilton,3.4,n/a,,,,
Sainte-Anne,Mattawa,3.4,n/a,,,,,
Séraphin-Marion,Ottawa,3.4,n/a,,,,,
St,Bernard's,Orillia,3.4,n/a,,,,
St,Teresa's,Peterborough,3.4,n/a,,,,
Woodville,Woodville,3.4,n/a,,,,,
C,C,Carrothers,London,3.3,n/a,,,
Central,Kirkland,Lake,3.3,n/a,,,,
East,Oxford,Woodstock,3.3,n/a,,,,
East,Ridge,Owen,Sound,3.3,n/a,,,
General,Mercer,Toronto,3.3,n/a,,,,
Gore,Hill,Leamington,3.3,n/a,,,,
Jean-Béliveau,East,Gwillimbury,3.3,n/a,,,,
Nelson,Mandela,Park,Toronto,3.3,n/a,,,
Riverside,Huntsville,3.3,n/a,,,,,
S,Geiger,Massey,3.3,n/a,,,,
St,Stephen,Toronto,3.3,n/a,,,,
St,Theresa,St,Catharines,3.3,n/a,,,
St-Jude,Porcupine,3.3,n/a,,,,,
Adelaide,Hoodless,Hamilton,3.2,n/a,,,,
Assumption,Vanier,3.2,n/a,,,,,
Chester,Le,Toronto,3.2,n/a,,,,
Country,Hills,Kitchener,3.2,n/a,,,,
Erin,Erin,3.2,n/a,,,,,
J,F,Carmichael,Kitchener,3.2,n/a,,,
Joseph,Brant,Toronto,3.2,n/a,,,,
Notre-Dame-de-la-Huronie,Collingwood,3.2,n/a,,,,,
Oliver,Stephens,Woodstock,3.2,n/a,,,,
Our,Lady,Immaculate,Strathroy,3.2,n/a,,,
Peninsula,Shores,Wiarton,3.2,n/a,,,,
Prince,Charles,Verona,3.2,n/a,,,,
Prince,of,Peace,Ottawa,3.2,n/a,,,
Ridgewood,Coboconk,3.2,n/a,,,,,
Saint-Joseph,Blind,River,3.2,n/a,,,,
Saints-Anges,North,Bay,3.2,n/a,,,,
Valley,Way,Niagara,Falls,3.2,n/a,,,
West,Hill,Toronto,3.2,n/a,,,,
Ben,R,McMullin,Sault,Ste.,Marie,3.1,n/a,
Blind,River,Blind,River,3.1,n/a,,,
Dr.,J.,Edgar,Davey,Hamilton,3.1,n/a,,
Glen,Orchard/Honey,Harbour,Port,Carling,3.1,n/a,,
Our,Lady,of,Lourdes,Elliot,Lake,3.1,n/a,
Pavillon-de-l'Avenir,Chelmsford,3.1,n/a,,,,,
Sacré-Coeur,Chapleau,3.1,n/a,,,,,
St,Michael,London,3.1,n/a,,,,
Stewart,Avenue,Cambridge,3.1,n/a,,,,
Forest,Park,St,Thomas,3,n/a,,,
Holy,Family,Toronto,3,n/a,,,,
Iroquois,Falls,Iroquois,Falls,3,n/a,,,
King,Edward,Kitchener,3,n/a,,,,
Markstay/Warren,Markstay,3,n/a,,,,,
North,Star,Atikokan,3,n/a,,,,
Our,Lady,of,Fatima,Elliot,Lake,3,n/a,
R,M,Moore,Sault,Ste.,Marie,3,n/a,
Southside,Woodstock,3,n/a,,,,,
St,Thomas,More,London,3,n/a,,,
St-Joseph,Sudbury,3,n/a,,,,,
Alexandra,Owen,Sound,2.9,n/a,,,,
Algonquin,Avenue,Thunder,Bay,2.9,n/a,,,
Bayview,Heights,Pickering,2.9,n/a,,,,
Charles,H.,Hulse,Ottawa,2.9,n/a,,,
Colborne,Colborne,2.9,n/a,,,,,
des,Navigateurs,Haileybury,2.9,n/a,,,,
Jeunesse-Active,Sturgeon,Falls,2.9,n/a,,,,
John,P,Robarts,London,2.9,n/a,,,
Northern,Heights,Sault,Ste.,Marie,2.9,n/a,,
Our,Lady,of,Mount,Carmel,Ottawa,2.9,n/a,
Paul,VI,Hawkesbury,2.9,n/a,,,,
Port,Burwell,Port,Burwell,2.9,n/a,,,
Queen,Elizabeth,Picton,2.9,n/a,,,,
Selby,Selby,2.9,n/a,,,,,
V,K,Greer,Memorial,Utterson,2.9,n/a,,
Wellington,Prescott,2.9,n/a,,,,,
W,H,Ballard,Hamilton,2.9,n/a,,,
Whitefish,Valley,Kakabeka,Falls,2.9,n/a,,,
Assomption,Kirkland,Lake,2.8,n/a,,,,
Bishop,Macdonell,Cornwall,2.8,n/a,,,,
Blossom,Park,Gloucester,2.8,n/a,,,,
Parkdale,Toronto,2.8,n/a,,,,,
St,Charles,Garnier,Toronto,2.8,n/a,,,
St,James,Thunder,Bay,2.8,n/a,,,
St,Patrick,Kapuskasing,2.8,n/a,,,,
White,Woods,Sturgeon,Falls,2.8,n/a,,,
Woodland,North,Bay,2.8,n/a,,,,
Central,Cornwall,2.7,n/a,,,,,
Dunlop,Ottawa,2.7,n/a,,,,,
Glen,Street,Oshawa,2.7,n/a,,,,
Highland,Heights,Peterborough,2.7,n/a,,,,
Hillcrest,London,2.7,n/a,,,,,
Hillsdale,Oshawa,2.7,n/a,,,,,
Johnson,Street,Barrie,2.7,n/a,,,,
McDougall,Parry,Sound,2.7,n/a,,,,
Memorial,(City),Hamilton,2.7,n/a,,,,
Pavillon,de,la,jeunesse,Hamilton,2.7,n/a,,
St,Gregory,Cambridge,2.7,n/a,,,,
St.,Francis,of,Assisi,Kingston,2.7,n/a,,
W.E.,Gowling,Ottawa,2.7,n/a,,,,
Aldborough,Rodney,2.6,n/a,,,,,
Central,Woodstock,2.6,n/a,,,,,
Fairmont,London,2.6,n/a,,,,,
King,George,Brantford,2.6,n/a,,,,
Queen,Elizabeth,Ottawa,2.6,n/a,,,,
St,Michael,Ottawa,2.6,n/a,,,,
Agnes,Hodge,Brantford,2.5,n/a,,,,
Arthur,Stringer,London,2.5,n/a,,,,
Bennetto,Hamilton,2.5,n/a,,,,,
East,Williams,Memorial,Ailsa,Craig,2.5,n/a,,
Epiphany,of,our,Lord,Toronto,2.5,n/a,,
Lansdowne,Sarnia,2.5,n/a,,,,,
Muskoka,Falls,Bracebridge,2.5,n/a,,,,
Parkhill-West,Williams,Parkhill,2.5,n/a,,,,
Princess,Elizabeth,Brantford,2.5,n/a,,,,
Saint-Raymond,North,Bay,2.5,n/a,,,,
St,Dorothy,Toronto,2.5,n/a,,,,
St,Roch,Toronto,2.5,n/a,,,,
Good,Shepherd,Port,Perry,2.4,n/a,,,
Hanna,Memorial,Sarnia,2.4,n/a,,,,
Levack,Levack,2.4,n/a,,,,,
Molly,Brant,Kingston,2.4,n/a,,,,
St,Columban's,Cornwall,2.4,n/a,,,,
Tamworth,Tamworth,2.4,n/a,,,,,
Trent,River,Trenton,2.4,n/a,,,,
A,R,Kaufman,Kitchener,2.3,n/a,,,
Eastview,Toronto,2.3,n/a,,,,,
Hawthorne,Ottawa,2.3,n/a,,,,,
Lionel-Gauthier,Timmins,2.3,n/a,,,,,
St,Noel,Chabanel,Wasaga,Beach,2.3,n/a,,
Woodcrest,Oshawa,2.3,n/a,,,,,
M,S,Hetherington,Windsor,2.2,n/a,,,
Sacred,Heart,Sioux,Lookout,2.2,n/a,,,
Saint-François-d'Assise,Welland,2.2,n/a,,,,,
A,B,Ellis,Espanola,2.1,n/a,,,
Crossroads,Devlin,2.1,n/a,,,,,
Hyland,Heights,Shelburne,2.1,n/a,,,,
Jeanne-Sauvé,Sudbury,2.1,n/a,,,,,
John,Graves,Simcoe,Kingston,2.1,n/a,,,
Sir,Arthur,Carty,London,2.1,n/a,,,
Emily,Stowe,Norwich,2,n/a,,,,
Ionview,Toronto,2,n/a,,,,,
Le,Trillium,Vanier,2,n/a,,,,
Mountain,View,Goulais,River,2,n/a,,,
Plymouth,Welland,2,n/a,,,,,
Connaught,Collingwood,1.9,n/a,,,,,
Joseph,H,Kennedy,Matheson,1.9,n/a,,,
Queen,Victoria,Hamilton,1.9,n/a,,,,
R,J,Lang,Toronto,1.9,n/a,,,
Victoria,London,1.9,n/a,,,,,
Federal,Kirkland,Lake,1.8,n/a,,,,
Highland,Heights,Toronto,1.8,n/a,,,,
I,L,Thomas,Odadrihonyani'ta',Ohsweken,1.8,n/a,,
LaMarsh,Niagara,Falls,1.8,n/a,,,,
Lansdowne-Costain,Brantford,1.8,n/a,,,,,
Quinte,Mohawk,Tyendinaga,Territory,1.8,n/a,,,
Dawnview,Hanover,1.7,n/a,,,,,
Rideau,Heights,Kingston,1.7,n/a,,,,
Sir,George,Etienne,Cartier,London,1.7,n/a,,
Cathy,Wever,Hamilton,1.6,n/a,,,,
Cecil,B,Stirling,Hamilton,1.6,n/a,,,
First,Nations,School,of,Toronto,Toronto,1.6,n/a,
Lloyd,S,King,Hagersville,1.6,n/a,,,
Odessa,Odessa,1.6,n/a,,,,,
Tyendinaga,Shannonville,1.6,n/a,,,,,
Central,Brantford,1.5,n/a,,,,,
North,Hastings,Bancroft,1.5,n/a,,,,
Notre-Dame,Hamilton,1.5,n/a,,,,,
Sir,John,A,Macdonald,London,1.5,n/a,,
B,A,Parker,Geraldton,1.4,n/a,,,
Queen,Mary,Street,Ottawa,1.4,n/a,,,
Graham,Bell-Victoria,Brantford,1.3,n/a,,,,
Hillside,Forest,1.3,n/a,,,,,
Lord,Strathcona,Kingston,1.3,n/a,,,,
Prince,Charles,London,1.3,n/a,,,,
High,Park,Sarnia,1.2,n/a,,,,
North,Addington,Cloyne,1.2,n/a,,,,
Prince,Charles,Brantford,1.2,n/a,,,,
Schumacher,Schumacher,1.2,n/a,,,,,
Baibombeh,Anishinabe,Pawitik,1,n/a,,,,
Black,River,Sutton,West,1,n/a,,,
George,L,Armstrong,Hamilton,0.9,n/a,,,
Queen,Elizabeth,II,Sarnia,0.9,n/a,,,
Lakeview,M'Chigeeng,0.8,n/a,,,,,
Wilton,Grove,London,0.8,n/a,,,,
Adamsdale,Sudbury,0.7,n/a,,,,,
Centre,Peel,Drayton,0.7,n/a,,,,
Deer,Lake,Deer,Lake,0.7,n/a,,,
F,H,Miller,Toronto,0.7,n/a,,,
Kiwedin,Sault,Ste.,Marie,0.7,n/a,,,
Prince,of,Wales,Belleville,0.7,n/a,,,
St-Gérard,Timmins,0.7,n/a,,,,,
Eastdale,Woodstock,0.6,n/a,,,,,
Jamieson,Ohsweken,0.6,n/a,,,,,
Lansdowne,Sudbury,0.6,n/a,,,,,
Marmora,Marmora,0.6,n/a,,,,,
Pinecrest,Timmins,0.6,n/a,,,,,
Central,Avenue,Elliot,Lake,0.5,n/a,,,
Diamond,Jubilee,Kapuskasing,0.5,n/a,,,,
Sir,James,Dunn,Wawa,0.4,n/a,,,
St,Brigids,Hamilton,0.4,n/a,,,,
Major,Ballachey,Brantford,0.3,n/a,,,,
Duncan,J,Schoular,Smiths,Falls,0.2,n/a,,
Standing,Stone,Southwold,0.2,n/a,,,,
Abe,Scatch,Memorial,Poplar,Hill,0,n/a,,
Biidaaban,Kinoomagegamik,Massey,0,n/a,,,,
Chief,Simeon,McKay,Kasabonika,0,n/a,,,
Eenchokay,Birchstick,Pikangikum,0,n/a,,,,
Houghton,Langton,0,n/a,,,,,
John,C,Yesno,Eabametoong,,,,,
Kattawapiskak,Attawapiskat,0,n/a,,,,,
Lydia,Lois,Beardy,Memorial,Wunnumin,Lake,0,n/a,
Martin,McKay,Memorial,Sachigo,Lake,0,n/a,,
Ministik,Moose,Factory,0,n/a,,,,
Mornington,Central,Newton,0,n/a,,,,
Mundo,Peetabeck,Fort,Albany,0,n/a,,,
Obishikokaang,Lac,Seul,0,n/a,,,,
Saint-Joseph,Espanola,0,n/a,,,,,
St,Peter's,Parry,Sound,0,n/a,,,
St-Dominique-Savio,Owen,Sound,0,n/a,,,,
Thomas,Fiddler,Memorial,Sandy,Lake,0,n/a,,
