School_Name,City,City,Current_rank,Overall_last,dummy_1,dummy_2,dummy_3,dummy_4
St,Agnes,Waterloo,6.8,n/a,,,,
St,Agnes,of,Assisi,Woodbridge,6.8,n/a,,
St,Barbara,Mississauga,6.8,n/a,,,,
St,Bernard,Ottawa,6.8,n/a,,,,
St,Boniface,Maryhill,6.8,n/a,,,,
St,Catherine,Metcalfe,6.8,n/a,,,,
St,Cecilia,Toronto,6.8,n/a,,,,
St,Francis,of,Assisi,Mississauga,6.8,n/a,,
St,Francis,of,Assisi,Orléans,6.8,n/a,,
St,Francis,of,Assisi,Petawawa,6.8,n/a,,
St,Gabriel,Windsor,6.8,n/a,,,,
St,Mary,Gloucester,6.8,n/a,,,,
St,Peter's,Cornwall,6.8,n/a,,,,
St,Philip,Petrolia,6.8,n/a,,,,
St,Raphael,Mississauga,6.8,n/a,,,,
St,Rene,Goupil-St,Luke,Thornhill,6.8,n/a,,
St,Rita,Brampton,6.8,n/a,,,,
St,Sebastian,Mississauga,6.8,n/a,,,,
Ste-Jeanne-d'Arc,London,6.8,n/a,,,,,
Summitview,Stouffville,6.8,n/a,,,,,
Taylor,Evans,Guelph,6.8,n/a,,,,
Terry,Fox,Newmarket,6.8,n/a,,,,
Vellore,Woods,Woodbridge,6.8,n/a,,,,
Vradenburg,Toronto,6.8,n/a,,,,,
William,C.,Winegard,Guelph,6.8,n/a,,,
Adelaide,-,W,G,MacDonald,Strathroy,6.7,n/a,
Aldergrove,Unionville,6.7,n/a,,,,,
Bath,Bath,6.7,n/a,,,,,
Beaver,Valley,Thornbury,6.7,n/a,,,,
Bishop,Scalabrini,Thornhill,6.7,n/a,,,,
Blessed,John,XXIII,Toronto,6.7,n/a,,,
Boxwood,Markham,6.7,n/a,,,,,
Brisbane,Erin,6.7,n/a,,,,,
Cadarackque,Ajax,6.7,n/a,,,,,
Cambridge,Embrun,6.7,n/a,,,,,
Carruthers,Creek,Ajax,6.7,n/a,,,,
Cathedral,Pembroke,6.7,n/a,,,,,
Cedarbrook,Toronto,6.7,n/a,,,,,
Chris,Hadfield,Bradford,6.7,n/a,,,,
Doncrest,Richmond,Hill,6.7,n/a,,,,
Edgewater,Park,Thunder,Bay,6.7,n/a,,,
Father,Henri,J,M,Nouwen,Richmond,Hill,6.7,n/a
Ferndale,St,Catharines,6.7,n/a,,,,
Foxboro,Foxboro,6.7,n/a,,,,,
Fred,A,Hamilton,Guelph,6.7,n/a,,,
George,B,Little,Toronto,6.7,n/a,,,
Glen,Ravine,Toronto,6.7,n/a,,,,
Good,Shepherd,Courtice,6.7,n/a,,,,
Gosfield,North,Central,Cottam,6.7,n/a,,,
Grand,Bend,Grand,Bend,6.7,n/a,,,
Holy,Cross,Sudbury,6.7,n/a,,,,
Holy,Rosary,Waterloo,6.7,n/a,,,,
Humewood,Toronto,6.7,n/a,,,,,
Huron,Street,Toronto,6.7,n/a,,,,
Jack,Callaghan,Lindsay,6.7,n/a,,,,
King,George,VI,Sarnia,6.7,n/a,,,
Kleinburg,Kleinburg,6.7,n/a,,,,,
Les,Rapides,Sarnia,6.7,n/a,,,,
L'Harmonie,Waterloo,6.7,n/a,,,,,
Lord,Roberts,Toronto,6.7,n/a,,,,
Loretto,Niagara,Falls,6.7,n/a,,,,
Marie-Tanguay,Cornwall,6.7,n/a,,,,,
Maryborough,Moorefield,6.7,n/a,,,,,
McMurrich,Toronto,6.7,n/a,,,,,
Mount,Albion,Stoney,Creek,6.7,n/a,,,
Newcastle,Newcastle,6.7,n/a,,,,,
Norman,G.,Powers,Oshawa,6.7,n/a,,,
Nor'wester,View,Thunder,Bay,6.7,n/a,,,
Our,Lady,of,Providence,Brampton,6.7,n/a,,
P.,L.,Robertson,Milton,6.7,n/a,,,
Regal,Road,Toronto,6.7,n/a,,,,
Rideau,Vista,Westport,6.7,n/a,,,,
Roberta,Bondar,Brampton,6.7,n/a,,,,
Ross,Welland,6.7,n/a,,,,,
Saint-Antoine,Tecumseh,6.7,n/a,,,,,
Saint-Jean-Bosco,Caledon,6.7,n/a,,,,,
Shaw,Brampton,6.7,n/a,,,,,
Sir,William,Osler,Dundas,6.7,n/a,,,
Southwood,Park,Ajax,6.7,n/a,,,,
St,Agnes,Brampton,6.7,n/a,,,,
St,Andrew's,St.,Andrew's,West,6.7,n/a,,
St,Anthony,St,Catharines,6.7,n/a,,,
St,Elizabeth,Ann,Seton,Nepean,6.7,n/a,,
St,Hubert,North,Bay,6.7,n/a,,,
St,Ignatius,of,Loyola,Toronto,6.7,n/a,,
St,Jean,Brebeuf,Brampton,6.7,n/a,,,
St,Jerome,Toronto,6.7,n/a,,,,
St,John,the,Apostle,Nepean,6.7,n/a,,
St,Joseph,Tilbury,6.7,n/a,,,,
St,Joseph,The,Worker,Thornhill,6.7,n/a,,
St,Josephine,Bakhita,Brampton,6.7,n/a,,,
St,Joseph's,Gananoque,6.7,n/a,,,,
St,Peter,St,Catharines,6.7,n/a,,,
St,Teresa,of,Avila,Elmira,6.7,n/a,,
St,Vincent's,Oakville,6.7,n/a,,,,
St.,Basil,Brantford,6.7,n/a,,,,
Walter,Zadow,Arnprior,6.7,n/a,,,,
Westney,Heights,Ajax,6.7,n/a,,,,
Williamson,Road,Toronto,6.7,n/a,,,,
Winchester,Winchester,6.7,n/a,,,,,
Archbishop,O'Sullivan,Kingston,6.6,n/a,,,,
Barrhaven,Nepean,6.6,n/a,,,,,
Birch,Cliff,Heights,Toronto,6.6,n/a,,,
Blantyre,Toronto,6.6,n/a,,,,,
Blessed,Sacrament,Burford,6.6,n/a,,,,
Bluewater,Coast,Hensall,6.6,n/a,,,,
C,R,Gummow,Cobourg,6.6,n/a,,,
Cataraqui,Woods,Kingston,6.6,n/a,,,,
des,Pionniers,Orléans,6.6,n/a,,,,
Des,Sentiers,Orléans,6.6,n/a,,,,
Earl,Beatty,Toronto,6.6,n/a,,,,
Eastwood,Windsor,6.6,n/a,,,,,
Eldorado,Brampton,6.6,n/a,,,,,
Ellen,Fairclough,Markham,6.6,n/a,,,,
Exeter,Exeter,6.6,n/a,,,,,
Father,Michael,McGivney,Brampton,6.6,n/a,,,
Forest,Glen,New,Hamburg,6.6,n/a,,,
Garrison,Road,Fort,Erie,6.6,n/a,,,
Glad,Park,Stouffville,6.6,n/a,,,,
Gordon,Welland,6.6,n/a,,,,,
Guildwood,Toronto,6.6,n/a,,,,,
Holy,Cross,Toronto,6.6,n/a,,,,
Innisfil,Central,Lefroy,6.6,n/a,,,,
James,Hillier,Brantford,6.6,n/a,,,,
Johnny,Lombardi,Woodbridge,6.6,n/a,,,,
Joseph,Gould,Uxbridge,6.6,n/a,,,,
Joyce,Toronto,6.6,n/a,,,,,
Kemptville,Kemptville,6.6,n/a,,,,,
Maple,Leaf,Toronto,6.6,n/a,,,,
Martin,Street,Milton,6.6,n/a,,,,
McClure,Brampton,6.6,n/a,,,,,
Monsignor,O'Donoghue,Peterborough,6.6,n/a,,,,
Mother,Teresa,Hamilton,6.6,n/a,,,,
Mountview,Hamilton,6.6,n/a,,,,,
Ontario,Thorold,6.6,n/a,,,,,
Our,Lady,of,Fatima,Brampton,6.6,n/a,,
Park,Avenue,Holland,Landing,6.6,n/a,,,
Regency,Acres,Aurora,6.6,n/a,,,,
Richmond,Street,Thorold,6.6,n/a,,,,
Romeo,Dallaire,Ajax,6.6,n/a,,,,
Russell,Russell,6.6,n/a,,,,,
Sacred,Heart,Sarnia,6.6,n/a,,,,
Saint-René-Goupil,Guelph,6.6,n/a,,,,,
Sheppard,Kitchener,6.6,n/a,,,,,
Smithson,Kitchener,6.6,n/a,,,,,
St,Anthony's,Kincardine,6.6,n/a,,,,
St,Catherine,of,Siena,Mississauga,6.6,n/a,,
St,Clare,Mississauga,6.6,n/a,,,,
St,Clare,Toronto,6.6,n/a,,,,
St,Francis,of,Assisi,Newcastle,6.6,n/a,,
St,Gabriel,Lalemant,Niagara,Falls,6.6,n/a,,
St,George,Crystal,Beach,6.6,n/a,,,
St,George,London,6.6,n/a,,,,
St,George-German,St,George,6.6,n/a,,,
St,Hilary,Mississauga,6.6,n/a,,,,
St,Isaac,Jogues,Toronto,6.6,n/a,,,
St,Joachim,Ancaster,6.6,n/a,,,,
St,Joseph,Richmond,Hill,6.6,n/a,,,
St,Josephine,Bakhita,Ajax,6.6,n/a,,,
St,Jude,Mississauga,6.6,n/a,,,,
St,Monica,Nepean,6.6,n/a,,,,
St,Peter's,Milton,6.6,n/a,,,,
St,Philip,Richmond,6.6,n/a,,,,
St,Richard,Toronto,6.6,n/a,,,,
St,Ursula,Brampton,6.6,n/a,,,,
St.,Daniel,Comboni,Brampton,6.6,n/a,,,
St.,Joseph,Douro,6.6,n/a,,,,
Sts,Peter,&,Paul,Mississauga,6.6,n/a,,
Thomas,D'Arcy,McGee,Gloucester,6.6,n/a,,,
Tony,Pontes,Mississauga,6.6,n/a,,,,
Venerable,John,Merlini,Toronto,6.6,n/a,,,
W,C,Little,Barrie,6.6,n/a,,,
William,Armstrong,Markham,6.6,n/a,,,,
Williamstown,Williamstown,6.6,n/a,,,,,
Winchester,Brooklin,6.6,n/a,,,,,
A,Lorne,Cassidy,Stittsville,6.5,n/a,,,
Alexander's,Burlington,6.5,n/a,,,,,
Aurora,Heights,Aurora,6.5,n/a,,,,
Berner,Trail,Toronto,6.5,n/a,,,,
Boyne,Milton,6.5,n/a,,,,,
Bridlewood,Kanata,6.5,n/a,,,,,
C,H,Norton,Burlington,6.5,n/a,,,
Caradoc,North,Strathroy,6.5,n/a,,,,
Centennial,Central,Arva,6.5,n/a,,,,
Charlottetown,Toronto,6.5,n/a,,,,,
Chemong,Bridgenorth,6.5,n/a,,,,,
Churchill,Alternative,Ottawa,6.5,n/a,,,,
Corpus,Christi,Thunder,Bay,6.5,n/a,,,
Crosby,Heights,Richmond,Hill,6.5,n/a,,,
Donwood,Park,Toronto,6.5,n/a,,,,
Dresden,Area,Central,Dresden,6.5,n/a,,,
Frère,André,London,6.5,n/a,,,,
Half,Moon,Bay,Nepean,6.5,n/a,,,
Herman,Street,Petawawa,6.5,n/a,,,,
Holy,Family,New,Hamburg,6.5,n/a,,,
Indian,Creek,Road,Chatham,6.5,n/a,,,
Kimberley,Toronto,6.5,n/a,,,,,
King,George,VI,Chatham,6.5,n/a,,,
Lambton,Central,Centennial,Petrolia,6.5,n/a,,,
l'Odyssée,Orléans,6.5,n/a,,,,,
MacKenzie,King,Kitchener,6.5,n/a,,,,
McNab,Arnprior,6.5,n/a,,,,,
Moffat,Creek,Cambridge,6.5,n/a,,,,
Monsignor,Uyen,Chatham,6.5,n/a,,,,
Morse,Street,Toronto,6.5,n/a,,,,
Nationview,South,Mountain,6.5,n/a,,,,
New,Prospect,Dryden,6.5,n/a,,,,
North,Bridlewood,Toronto,6.5,n/a,,,,
Northridge,London,6.5,n/a,,,,,
Notre-Dame-de-la-Merci,Coniston,6.5,n/a,,,,,
Our,Lady,of,Peace,Stoney,Creek,6.5,n/a,
Parnall,St,Catharines,6.5,n/a,,,,
Port,Rowan,Port,Rowan,6.5,n/a,,,
Prince,of,Wales,Thorold,6.5,n/a,,,
Princess,Anne,Ingersoll,6.5,n/a,,,,
Red,Maple,Richmond,Hill,6.5,n/a,,,
Regina,Mundi,Hamilton,6.5,n/a,,,,
Robert,J,Lee,Brampton,6.5,n/a,,,
Saint-Nicolas,Milton,6.5,n/a,,,,,
Sir,John,A,Macdonald,Belleville,6.5,n/a,,
Sir,William,Osler,Bradford,6.5,n/a,,,
South,March,Kanata,6.5,n/a,,,,
St,Benedict,Toronto,6.5,n/a,,,,
St,Brigid,Brampton,6.5,n/a,,,,
St,Brigid,Stouffville,6.5,n/a,,,,
St,Charles,Bradford,6.5,n/a,,,,
St,David,Maple,6.5,n/a,,,,
St,Dominic,Oakville,6.5,n/a,,,,
St,Elizabeth,Seton,Newmarket,6.5,n/a,,,
St,Fidelis,Toronto,6.5,n/a,,,,
St,Francis,of,Assisi,Guelph,6.5,n/a,,
St,Francis,Xavier,Brampton,6.5,n/a,,,
St,Isaac,Jogues,Brampton,6.5,n/a,,,
St,Jerome,Aurora,6.5,n/a,,,,
St,John,Bosco,Brockville,6.5,n/a,,,
St,Joseph,Mississauga,6.5,n/a,,,,
St,Margaret,Mary,Woodbridge,6.5,n/a,,,
St,Maria,Goretti,Brampton,6.5,n/a,,,
St,Patrick,Guelph,6.5,n/a,,,,
St,Paul,Newmarket,6.5,n/a,,,,
St,Paul's,Peterborough,6.5,n/a,,,,
St,Theresa,Brantford,6.5,n/a,,,,
St,Ursula,Chatham,6.5,n/a,,,,
St.,Nicholas,London,6.5,n/a,,,,
St-Étienne,Dowling,6.5,n/a,,,,,
The,Good,Shepherd,Barrie,6.5,n/a,,,
University,Heights,London,6.5,n/a,,,,
Valleyview,Central,Ilderton,6.5,n/a,,,,
Vaughan,Willard,Pickering,6.5,n/a,,,,
Westvale,Waterloo,6.5,n/a,,,,,
Woodcrest,Thunder,Bay,6.5,n/a,,,,
Abbey,Lane,Oakville,6.4,n/a,,,,
Alliance,St-Joseph,Chelmsford,6.4,n/a,,,,
Alma,Alma,6.4,n/a,,,,,
Beavercrest,Markdale,6.4,n/a,,,,,
Birch,Cliff,Toronto,6.4,n/a,,,,
Brownridge,Thornhill,6.4,n/a,,,,,
Cameron,Street,Collingwood,6.4,n/a,,,,
Chris,Hadfield,Whitby,6.4,n/a,,,,
Corpus,Christi,Ottawa,6.4,n/a,,,,
Corpus-Christi,Oshawa,6.4,n/a,,,,,
Doverwood,Port,Dover,6.4,n/a,,,,
du,Sacré-Coeur,Halton,Hills,6.4,n/a,,,
Dunsford,Dunsford,6.4,n/a,,,,,
Elisabeth-Bruyère,Kanata,6.4,n/a,,,,,
Elizabeth,Simcoe,Toronto,6.4,n/a,,,,
Elora,Elora,6.4,n/a,,,,,
Fieldcrest,Bradford,6.4,n/a,,,,,
German,Mills,Thornhill,6.4,n/a,,,,
Glen,Dhu,Whitby,6.4,n/a,,,,
Gron,Morgan,Thunder,Bay,6.4,n/a,,,
Herb,Campbell,Inglewood,6.4,n/a,,,,
Holy,Name,of,Mary,Almonte,6.4,n/a,,
Holy,Redeemer,Kanata,6.4,n/a,,,,
Huronia,Centennial,Elmvale,6.4,n/a,,,,
J.-L.-Couroux,Carleton,Place,6.4,n/a,,,,
Jean-Robert,Gauthier,Nepean,6.4,n/a,,,,
John,Sweeney,Kitchener,6.4,n/a,,,,
John,XXIII,Oshawa,6.4,n/a,,,,
l'Ange-Gardien,North,Lancaster,6.4,n/a,,,,
Laurier-Carrière,Nepean,6.4,n/a,,,,,
Lord,Elgin,Ajax,6.4,n/a,,,,
Mason,Road,Toronto,6.4,n/a,,,,
Michaëlle,Jean,Hamilton,6.4,n/a,,,,
Mnjikaning,Kendaaswin,Rama,6.4,n/a,,,,
Mother,Teresa,Courtice,6.4,n/a,,,,
Oakland-Scotland,Scotland,6.4,n/a,,,,,
Open,Roads,Dryden,6.4,n/a,,,,
Our,Lady,of,Fatima,Grimsby,6.4,n/a,,
Our,Lady,of,Good,Counsel,Ingleside,6.4,n/a,
Pierre-Elliott-Trudeau,Toronto,6.4,n/a,,,,,
Primrose,Shelburne,6.4,n/a,,,,,
Reesor,Park,Markham,6.4,n/a,,,,
Rideau,Kingston,6.4,n/a,,,,,
Roger-Saint-Denis,Kanata,6.4,n/a,,,,,
Roland,Michener,Ajax,6.4,n/a,,,,
Rosebank,Road,Pickering,6.4,n/a,,,,
Roselands,Toronto,6.4,n/a,,,,,
Rousseau,Ancaster,6.4,n/a,,,,,
Ryerson,Burlington,6.4,n/a,,,,,
Sacred,Heart,Guelph,6.4,n/a,,,,
Saint-Noël-Chabanel,Toronto,6.4,n/a,,,,,
Saint-Paul,Lively,6.4,n/a,,,,,
Sir,Isaac,Brock,Brampton,6.4,n/a,,,
Sparta,Sparta,6.4,n/a,,,,,
St,Agnes,Toronto,6.4,n/a,,,,
St,Angela,Merici,Bradford,6.4,n/a,,,
St,Anne,Sarnia,6.4,n/a,,,,
St,Bernadette,Mississauga,6.4,n/a,,,,
St,Bernard,Whitby,6.4,n/a,,,,
St,Francis,Xavier,Stoney,Creek,6.4,n/a,,
St,Isidore,Kanata,6.4,n/a,,,,
St,Joseph,Cambridge,6.4,n/a,,,,
St,Joseph,Fergus,6.4,n/a,,,,
St,Jude,London,6.4,n/a,,,,
St,Kateri,Tekakwitha,Oshawa,6.4,n/a,,,
St,Leo,Toronto,6.4,n/a,,,,
St,Luigi,Toronto,6.4,n/a,,,,
St,Luke,Mississauga,6.4,n/a,,,,
St,Marks,Burlington,6.4,n/a,,,,
St,Martin,Ennismore,6.4,n/a,,,,
St,Martin,London,6.4,n/a,,,,
St,Mary,Elora,6.4,n/a,,,,
St,Mary,of,the,Angels,Vaughan,6.4,n/a,
St,Monica,Brampton,6.4,n/a,,,,
St,Nicholas,Bolton,6.4,n/a,,,,
St,Rita,Nepean,6.4,n/a,,,,
Tecumseth,South,Central,Tottenham,6.4,n/a,,,
Vincent,Massey,North,Bay,6.4,n/a,,,
Adelaide,Mclaughlin,Oshawa,6.3,n/a,,,,
Alexander,Graham,Bell,Ajax,6.3,n/a,,,
All,Saints,Mississauga,6.3,n/a,,,,
Antonine,Maillet,Oshawa,6.3,n/a,,,,
Baxter,Central,Egbert,6.3,n/a,,,,
Brighton,Brighton,6.3,n/a,,,,,
Canadian,Martyrs,Mississauga,6.3,n/a,,,,
Caradoc,Central,Mt.,Brydges,6.3,n/a,,,
Cardinal,Leger,Toronto,6.3,n/a,,,,
Central,Kingston,6.3,n/a,,,,,
Central,Perth,Sebringville,6.3,n/a,,,,
Cité-Jeunesse,Trenton,6.3,n/a,,,,,
Clarksdale,Burlington,6.3,n/a,,,,,
Credit,Meadows,Orangeville,6.3,n/a,,,,
Dr,John,Seaton,Sheffield,6.3,n/a,,,
Dublin,Heights,Toronto,6.3,n/a,,,,
Ellengale,Mississauga,6.3,n/a,,,,,
Esten,Park,Elliot,Lake,6.3,n/a,,,
Father,John,Kelly,Maple,6.3,n/a,,,
Félix-Leclerc,Toronto,6.3,n/a,,,,,
Gatestone,Stoney,Creek,6.3,n/a,,,,
Gregory,A,Hogan,Sarnia,6.3,n/a,,,
Highgate,Markham,6.3,n/a,,,,,
Holy,Spirit,Stittsville,6.3,n/a,,,,
James,S,Bell,Toronto,6.3,n/a,,,
Jean-Ethier-Blais,Sudbury,6.3,n/a,,,,,
Jeanne,Sauvé,Stratford,6.3,n/a,,,,
John,Marshall,Niagara,Falls,6.3,n/a,,,
La,Mosaïque,Toronto,6.3,n/a,,,,
Lakeroad,Sarnia,6.3,n/a,,,,,
Lakeview,Nepean,6.3,n/a,,,,,
Lord,Dufferin,Toronto,6.3,n/a,,,,
Monsignor,Paul,Baxter,Nepean,6.3,n/a,,,
Mooretown-Courtright,Mooretown,6.3,n/a,,,,,
North,Easthope,Stratford,6.3,n/a,,,,
North,Perth,Westfield,Listowel,6.3,n/a,,,
Notre,Dame,Orillia,6.3,n/a,,,,
Orchard,Park,Orillia,6.3,n/a,,,,
Ormiston,Whitby,6.3,n/a,,,,,
Otonabee,Valley,Peterborough,6.3,n/a,,,,
Park,Dale,Belleville,6.3,n/a,,,,
Pierre-Elliott-Trudeau,Nepean,6.3,n/a,,,,,
Pleasant,Toronto,6.3,n/a,,,,,
Poplar,Road,Toronto,6.3,n/a,,,,
River,Oaks,Oakville,6.3,n/a,,,,
Rockford,Toronto,6.3,n/a,,,,,
Sainte-Félicité,Clarence,Creek,6.3,n/a,,,,
Saint-Grégoire,Vankleek,Hill,6.3,n/a,,,,
Saint-Mathieu,Hammond,6.3,n/a,,,,,
Sandhills,Kitchener,6.3,n/a,,,,,
Scott,Central,Sandford,6.3,n/a,,,,
Shirley,Street,Toronto,6.3,n/a,,,,
St,Anne,Kitchener,6.3,n/a,,,,
St,Anthony,Ottawa,6.3,n/a,,,,
St,Brendan,Stouffville,6.3,n/a,,,,
St,Christopher,Oshawa,6.3,n/a,,,,
St,Francis,de,Sales,Ajax,6.3,n/a,,
St,Gabriel,Burlington,6.3,n/a,,,,
St,John,the,Baptist,Bolton,6.3,n/a,,
St,Joseph,Corunna,6.3,n/a,,,,
St,Josephs,Dryden,6.3,n/a,,,,
St,Jude's,Vankleek,Hill,6.3,n/a,,,
St,Louis,Keewatin,6.3,n/a,,,,
St,Mark,Toronto,6.3,n/a,,,,
St,Martha,Kingston,6.3,n/a,,,,
St,Paschal,Baylon,Toronto,6.3,n/a,,,
St,Theresa,Cumberland,6.3,n/a,,,,
Stonehaven,Newmarket,6.3,n/a,,,,,
Tecumseh,London,6.3,n/a,,,,,
Warren,Park,Toronto,6.3,n/a,,,,
Aberfoyle,Guelph,6.2,n/a,,,,,
Académie,de,la,Tamise,London,6.2,n/a,,
Alliston,Union,Alliston,6.2,n/a,,,,
Alta,Vista,Ottawa,6.2,n/a,,,,
Amabel-Sauble,Sauble,Beach,6.2,n/a,,,,
Armadale,Markham,6.2,n/a,,,,,
Blue,Willow,Woodbridge,6.2,n/a,,,,
Bruce,Toronto,6.2,n/a,,,,,
Bruce,Peninsula,Lion's,Head,6.2,n/a,,,
Buckhorn,Buckhorn,6.2,n/a,,,,,
Cardinal,Newman,Niagara,Falls,6.2,n/a,,,
Cartwright,Central,Blackstock,6.2,n/a,,,,
Charles,Howitt,Richmond,Hill,6.2,n/a,,,
Cherrywood,Acres,Niagara,Falls,6.2,n/a,,,
Coronation,Oshawa,6.2,n/a,,,,,
Corpus,Christi,Mississauga,6.2,n/a,,,,
East,Mersea,Wheatley,6.2,n/a,,,,
East,Oro,Hawkestone,6.2,n/a,,,,
Edna,Staebler,Waterloo,6.2,n/a,,,,
Father,Daniel,Zanon,Mississauga,6.2,n/a,,,
Ferndale,Woods,Barrie,6.2,n/a,,,,
Front,of,Yonge,Mallorytown,6.2,n/a,,,
Frontenac,Burlington,6.2,n/a,,,,,
Gabrielle-Roy,Toronto,6.2,n/a,,,,,
Grand,Avenue,Grimsby,6.2,n/a,,,,
Heximer,Avenue,Niagara,Falls,6.2,n/a,,,
Holland,Landing,Holland,Landing,6.2,n/a,,,
Holy,Family,Thunder,Bay,6.2,n/a,,,
Holy,Rosary,Milton,6.2,n/a,,,,
Innerkip,Central,Innerkip,6.2,n/a,,,,
Lake,Simcoe,Innisfil,6.2,n/a,,,,
Lakeshore,Discovery,Emeryville,6.2,n/a,,,,
LaSalle,LaSalle,6.2,n/a,,,,,
Little,Current,Little,Current,6.2,n/a,,,
Monsignor,Michael,O'Leary,Bracebridge,6.2,n/a,,,
Normanby,Ayton,6.2,n/a,,,,,
Northwood,Windsor,6.2,n/a,,,,,
Ogden,Toronto,6.2,n/a,,,,,
Our,Lady,of,Peace,Brampton,6.2,n/a,,
Palermo,Oakville,6.2,n/a,,,,,
Pierre,Elliott,Trudeau,Oshawa,6.2,n/a,,,
Ponsonby,Guelph,6.2,n/a,,,,,
Queensdale,Hamilton,6.2,n/a,,,,,
River,View,Niagara,Falls,6.2,n/a,,,
Saint-Augustin,Garson,6.2,n/a,,,,,
Sainte-Croix,Haileybury,6.2,n/a,,,,,
Saint-Jean-de-Brébeuf,London,6.2,n/a,,,,,
Saint-Noël-Chabanel,Cambridge,6.2,n/a,,,,,
Saint-Paul,Plantagenet,6.2,n/a,,,,,
St,Agatha,Toronto,6.2,n/a,,,,
St,Aloysius,Kitchener,6.2,n/a,,,,
St,Bonaventure,Brampton,6.2,n/a,,,,
St,Christopher,Windsor,6.2,n/a,,,,
St,Dominic,Savio,Toronto,6.2,n/a,,,
St,Edmund,Campion,Toronto,6.2,n/a,,,
St,Eugenes,Hamilton,6.2,n/a,,,,
St,Florence,Toronto,6.2,n/a,,,,
St,Francis,Thunder,Bay,6.2,n/a,,,
St,Joseph,Belleville,6.2,n/a,,,,
St,Joseph,Bowmanville,6.2,n/a,,,,
St,Marguerite,d'Youville,Ottawa,6.2,n/a,,,
St,Martin,Smithville,6.2,n/a,,,,
St,Mary,Maidstone,6.2,n/a,,,,
St,Monica,Pickering,6.2,n/a,,,,
St,Monica,Toronto,6.2,n/a,,,,
St,Monicas,Barrie,6.2,n/a,,,,
St,Nicholas,Toronto,6.2,n/a,,,,
St,Paul,Sault,Ste.,Marie,6.2,n/a,,
St,Peter,Tecumseh,6.2,n/a,,,,
St,Stephen,Brampton,6.2,n/a,,,,
St,Veronica,Woodbridge,6.2,n/a,,,,
St.,Andre,Toronto,6.2,n/a,,,,
Terry,Fox,Barrie,6.2,n/a,,,,
Thamesville,Area,Central,Thamesville,6.2,n/a,,,
Valley,View,Val,Caron,6.2,n/a,,,
Victoria,Cross,Mount,Forest,6.2,n/a,,,
Warminster,Warminster,6.2,n/a,,,,,
Waverley,Drive,Guelph,6.2,n/a,,,,
Wyevale,Central,Wyevale,6.2,n/a,,,,
Allandale,Heights,Barrie,6.1,n/a,,,,
Bakersfield,Thornhill,6.1,n/a,,,,,
Bayridge,Kingston,6.1,n/a,,,,,
Briargreen,Nepean,6.1,n/a,,,,,
Camborne,Cobourg,6.1,n/a,,,,,
Central,Burlington,6.1,n/a,,,,,
Coldwater,Coldwater,6.1,n/a,,,,,
Dawn-Euphemia,Dresden,6.1,n/a,,,,,
Emily,Carr,London,6.1,n/a,,,,
Farley,Mowat,Ottawa,6.1,n/a,,,,
Father,Francis,McSpiritt,Brampton,6.1,n/a,,,
Floradale,Elmira,6.1,n/a,,,,,
Floradale,Mississauga,6.1,n/a,,,,,
George,Peck,Toronto,6.1,n/a,,,,
Harmony,Corbyville,6.1,n/a,,,,,
Harmony,Heights,Oshawa,6.1,n/a,,,,
Heather,Heights,Toronto,6.1,n/a,,,,
Hillcrest,Petrolia,6.1,n/a,,,,,
Holy,Family,Bolton,6.1,n/a,,,,
Howick,Central,Gorrie,6.1,n/a,,,,
Jean,Steckle,Kitchener,6.1,n/a,,,,
John,Black,Fergus,6.1,n/a,,,,
John,Young,Kanata,6.1,n/a,,,,
Kars,on,the,Rideau,Kars,6.1,n/a,,
Lakewoods,Oshawa,6.1,n/a,,,,,
Lester,B,Pearson,Brampton,6.1,n/a,,,
Mary,Shadd,Toronto,6.1,n/a,,,,
Mount,Pleasant,Mount,Pleasant,6.1,n/a,,,
Mountain,View,Stoney,Creek,6.1,n/a,,,
Notre-Dame-des-Champs,Ottawa,6.1,n/a,,,,,
Pauline,Toronto,6.1,n/a,,,,,
Pinewood,Sault,Ste.,Marie,6.1,n/a,,,
Pope,John,Paul,II,Hamilton,6.1,n/a,,
Queen,of,Heaven,Mississauga,6.1,n/a,,,
R,L,Graham,Keswick,6.1,n/a,,,
Red,Lake,Madsen,Red,Lake,6.1,n/a,,
Rose,Avenue,Toronto,6.1,n/a,,,,
Sacred,Heart,Wingham,6.1,n/a,,,,
Sainte-Ursule,McGregor,6.1,n/a,,,,,
Saint-Jean-Baptiste,Amherstburg,6.1,n/a,,,,,
Second,Street,Toronto,6.1,n/a,,,,
Seneca,Central,York,6.1,n/a,,,,
Silver,Creek,Georgetown,6.1,n/a,,,,
Sir,Arthur,Currie,London,6.1,n/a,,,
South,Crosby,Elgin,6.1,n/a,,,,
Sprucecourt,Toronto,6.1,n/a,,,,,
St,Alphonsus,Peterborough,6.1,n/a,,,,
St,Anthony,of,Padua,Milton,6.1,n/a,,
St,Benedict,Orangeville,6.1,n/a,,,,
St,Bernadette's,Sutton,West,6.1,n/a,,,
St,Columban,Dublin,6.1,n/a,,,,
St,Faustina,Mississauga,6.1,n/a,,,,
St,Jean,de,Brebeuf,Bradford,6.1,n/a,,
St,John,Arthur,6.1,n/a,,,,
St,John,Vianney,Toronto,6.1,n/a,,,
St,Marguerite,d'Youville,Whitby,6.1,n/a,,,
St,Maria,Goretti,Toronto,6.1,n/a,,,
